lon,lat,city,doy,mm,dd,name,value
-95.4990369,41.0227224,hastings,1,1,1,ct_lt,20.42560975609756
-95.4990369,41.0227224,hastings,1,1,1,ct_22,6.87
-95.4990369,41.0227224,hastings,2,1,2,ct_lt,42.32707317073171
-95.4990369,41.0227224,hastings,2,1,2,ct_22,14.48
-95.4990369,41.0227224,hastings,3,1,3,ct_lt,65.23439024390244
-95.4990369,41.0227224,hastings,3,1,3,ct_22,38.36
-95.4990369,41.0227224,hastings,4,1,4,ct_lt,86.74243902439025
-95.4990369,41.0227224,hastings,4,1,4,ct_22,68.31
-95.4990369,41.0227224,hastings,5,1,5,ct_lt,109.1039024390244
-95.4990369,41.0227224,hastings,5,1,5,ct_22,79.42999999999999
-95.4990369,41.0227224,hastings,6,1,6,ct_lt,130.66341463414633
-95.4990369,41.0227224,hastings,6,1,6,ct_22,84.03
-95.4990369,41.0227224,hastings,7,1,7,ct_lt,152.18024390243903
-95.4990369,41.0227224,hastings,7,1,7,ct_22,95.94
-95.4990369,41.0227224,hastings,8,1,8,ct_lt,174.97024390243902
-95.4990369,41.0227224,hastings,8,1,8,ct_22,121.08
-95.4990369,41.0227224,hastings,9,1,9,ct_lt,197.28243902439024
-95.4990369,41.0227224,hastings,9,1,9,ct_22,138.1
-95.4990369,41.0227224,hastings,10,1,10,ct_lt,220.12439024390244
-95.4990369,41.0227224,hastings,10,1,10,ct_22,160.11
-95.4990369,41.0227224,hastings,11,1,11,ct_lt,244.93658536585366
-95.4990369,41.0227224,hastings,11,1,11,ct_22,190.53
-95.4990369,41.0227224,hastings,12,1,12,ct_lt,267.62634146341463
-95.4990369,41.0227224,hastings,12,1,12,ct_22,226.35
-95.4990369,41.0227224,hastings,13,1,13,ct_lt,289.7714634146341
-95.4990369,41.0227224,hastings,13,1,13,ct_22,262.22
-95.4990369,41.0227224,hastings,14,1,14,ct_lt,313.4119512195122
-95.4990369,41.0227224,hastings,14,1,14,ct_22,294.22
-95.4990369,41.0227224,hastings,15,1,15,ct_lt,335.3929268292683
-95.4990369,41.0227224,hastings,15,1,15,ct_22,311.93
-95.4990369,41.0227224,hastings,16,1,16,ct_lt,357.8590243902439
-95.4990369,41.0227224,hastings,16,1,16,ct_22,336.95
-95.4990369,41.0227224,hastings,17,1,17,ct_lt,380.5914634146341
-95.4990369,41.0227224,hastings,17,1,17,ct_22,366.99
-95.4990369,41.0227224,hastings,18,1,18,ct_lt,403.1136585365854
